序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义
628,8,carrot,0,n.大萝卜;为说服人做事所许诺的)报酬，好处,胡葛下；报酬；好处
629,8,carve,0,v（（雕)刻,（导)刻
630,8,eccentric,0,adj.反常的，古怪的;(指圆形)没有共同圆心的_n.古怪的人;偏心器，偏心轮,古怪的；古怪的人
631,8,echo,0,v/n.回声，反响，共鸣,回声
632,8,ecology,0,"生态学,生态",生态学；生态
633,8,edge,0,n.边，棱，刀口，刃;优势v(使)侧身移动，挤，迫使，取代,边；楼
634,8,faint,0,adj.不清楚的，模糊的，微弱的vi.昏倒【解】adj.数衍的,微弱的；敷衍的
635,8,faith,0,n.信任，信心;信仰，信条,信任；信仰
636,8,faithful,0,adj.忠诚的,忠诚的
637,8,gentle,0,adj.和议的，文雅的，有礼角的,文雅的；有礼瑶的
638,8,gently,0,adv.文雅地，有礼铝地，轻轻地,文雅地；轻轻地
639,8,genuine,0,adj.真的，非人造的，名副其实的;真诚的，真心的,真的；名副其实的；真诚的
640,8,geography,0,n.地理（（学),地理（学)
641,8,geology,0,n.地质（学),地质（学)
642,8,geometry,0,n.几何（学),几何（学)
643,8,germ,0,n.微生物，细菌【解】n.（一of)发端，萌芽,细菌；发端；萌芽
644,8,gesture,0,n.手势，示意动作，姿态，表示_v做手势，用动作示意,手势；做手势；用动作示意
645,8,ghost,0,n.鬼魂，幽灵,鬼魂
646,8,majesty,0,"n,最高权威，王权，雄伟",最高权威；雄伟
647,8,male,0,n.男性，雄性adj.男性的，雄性的,男性；雄性；男性的；雄性的
648,8,malignant,0,adj.（指人或人的行为)恶毒的，亚意的;（指肿瘤、疾病)恶性的，致命的,恶毒的；恶性的
649,8,passage,0,n.通过，经过;通道，走廊;（一)段落，(一)节,通过；(一)段落
650,8,passerby,0,n.过路人，行人,过路人；行人
651,8,passport,0,n.护照;（达到某种目的的)手段,护照；手段
652,8,paste,0,n.糊，效v粘，贴,次；粘；贴
653,8,pastime,0,"mn娱乐,消道",娱乐
654,8,pat,0,vv（友善地)轻拍，轻打，抚摸mn.轻拍，轻打adj.不自然的;油滑的;过于简单的【解】adj.恰好的，适当的,油滑的；过于简单的；恰好的；适当的
655,8,path,0,n.小径，小路，途径，路线，轨道,小路；途径；路线；轨道
656,8,pathetic,0,adj.可怜的，悲惨的,可怜的；悲惨的
657,8,patience,0,n.耐心，忍耐,耐心；忍耐
658,8,patriotic,0,adj.爱国的,爱国的
659,8,patrol,0,出巡，多遇nn.巡逻，巡逻兵警察;侦窗了,巡逻
660,8,patron,0,n.赞助人，资助人【解】n.老主顾,赞助人；老主顾
661,8,pause,0,n./vi.中止，暂停,中止；暂停
662,8,pave,0,v.习铺（路)，铺砌，铺筑，为…做准备，使顺利,铺路)；铺砌
663,8,pavement,0,n.人行道，路面,人行道
664,8,dance,0,v.跳舞。n.舞蹈，舞会,跳舞；舞蹈
665,8,dash,0,n.(for)猛冲，突进，破折号，短跑;(of)少量，少许（（添加物)v.猛冲，突进;狐击，狐撞，狐摔,猛冲
666,8,daunting,0,adj.使人气包的，令人晨惧的,使人气色的；令人晴惧的
667,8,dawn,0,n.黎明，拂晓，[the~]开端，起始vi.破晓，开始，展现;(on，upon)逐渐明白,开端；起始
668,8,daily,0,adj.每日的adv每日，天天_n.日报,每日的；每日；日报
669,8,daylight,0,n.日光，和白公，黎明,日光；白昼
670,9,battle,0,n.战役，战斗，斗争。vi.战斗，斗争，搏斗,战役；战斗；斗争
671,9,battery,0,n.电池（（组)，电瓶，炮兵连，炮组，炮台【解】n.一系列,电池（组)；一系列
672,9,bay,0,n.（（海或湖的)湾;分隔间（（户外或室内的，用以停放车辆，存放货物等);（建筑物的)突出结构;栗色马。adj.深棕色的，现红色的vv（（尤指捕猎时)发出长啤，低沉地嘱叫，厉声强要,(海或湖的)湾
673,9,adhere,0,v.粘附，附着，(to)坚持，遵守,附着；坚持；遵守
674,9,adjacent,0,adj.(to)邻近的，毗连的,邻近的
675,9,adolescent,0,adj.青少年的，青春期的n.(大约13到17岁之间的)青少年,青春期的；青少年
676,9,adore,0,vt.崇拜，爱莫，敬爱,崇拜；爱慕
677,9,advent,0,n.（（尤指不寻常的人或事)出现，到来,出现；到来
678,9,adventure,0,n.冒险，惊险活动，奇遇,冒险；奇遇
679,9,adverse,0,"adj.不友好的，政对的;不利的，有害的;(方向上)逆的,(位置上)相反的",不利的；有害的
680,9,advertise,0,v.做广告，登广告，宣传,做广告
681,9,ceiling,0,"n,天花板，最高限度",天花板；最高限度
682,9,cell,0,n.细胞，小囚房，蜂房，电池,细胞
683,9,cement,0,n.水泥，胶合剂vv胶合，巩固，加强,巩固；加强
684,9,censorship,0,n.审查，检查，审查制度,审查；审查制度
685,9,census,0,n.人口普查（调查),人口普查（调查)
686,9,cent,0,n.分，分值的硬币,分
687,9,center / centre,0,n.中心（区)，中央v集中;将…当作主题,中心（区)；集中
688,9,central,0,adj.中心的，中枢的，主要的,中心的；主要的
689,9,century,0,n.世纪，(一)百年,"世纪,(一)百年"
690,9,centigrade / Celsius,0,n.摄氏温度计，百分度adj.摄氏的（略为C)（华氏的为Fahrenheit),摄氏温度计
691,9,centimeter / centimetre,0,n.厘米,厘米
692,9,cereal,0,n.谷类食品，谷类adj.谷类的，谷类制成的,谷类食品；谷类
693,9,debt,0,"n,债，债务",债；债务
694,9,debut,0,n.（（演员、运动员)首次亮相，初次登台,首次亮相；初次登台
695,9,decay,0,vi.腐梧，腐烂，失去权力，活力，影响等n.衰退，腐朽，腐烂,衰退；腐烂
696,9,deceit,0,n.坎骗，坎骗行为,欺骗；欺骗行为
697,9,deceive,0,\避欺骗，蒙项,欺骗
698,9,decent,0,adj.体面的，像样的，正派的，合乎礼仪的,体面的；像样的；正派的
699,9,decimal,0,adj.十进（位)的;小数的mn.小数,十进（位)的；小数的；小数
700,9,ego,0,n.自我，自尊，自负,自我；自尊
701,9,fare,0,n.车费，船费，飞机票价，伙食，饮食v吃，进食;生活，过活;进展，遭遇;成功（或不成功、更好等),车费；飞机票价
702,9,farewell,0,interj.再会，别了n.辞行，告别,再会；告别
703,9,farther,0,adv.更远地，再往前地adj.更远的,更远地；再往前地；更远的
704,9,fast,0,adj.快的，迅速的，紧的，牢的adv快地，迅速地，紧紧地，牢固地,快的；迅速的；快地；迅速地
705,9,fasten,0,v.扎牢，使固定，使牢固,扎牢
706,9,fate,0,n.命运,命运
707,9,fatal,0,adj.致命的，毁灭性的，宿命的，命运的，命中注定的,致命的；筑灭性的
708,9,fatigue,0,n.疲劳v（使)疲劳,疲劳
709,9,fault,0,n.过失，过错;缺点，毛病，故障v找(人)缺点，挑刚，指责,过失；过错
710,9,faulty,0,adj.有缺点的，有错误的【解】adj.有故障的,有错误的；有故障的
711,9,fax,0,n.传真（机、件)vt.传真，传输,传真(机、件)；传真
712,9,giggle,0,n.咯咯笑，傻笑;娱乐，持续的笑vi咯咯笑，傻笑,咯咯笑；僵笑
713,9,glacier,0,n.冰川，冰河,冰川；冰河
714,9,glare,0,"n.怒视，轿眼;(发)强光,（发)耀眼的光vi(Cat)怒视，几眼;（发)强光，(发)耀眼的光",怒视；胜眼;（发)强光
715,9,glance,0,n.一敬，扫视vv看，扫视,一敬；扫视
716,9,glimpse,0,vt./n.一敬，一看,一警；一看
717,9,glitter,0,"vi.闪闪发亮(或发光)，光彩夺目，闪净n.闪光,灿烂的光辉【解】n.吸引力",闪闪发亮(或发光)；闪耀；吸引力
718,9,glow,0,vi.发热，发光，发红，色彩强烈，绚丽夺目n.光亮，光多，喜悦,发光；光亮
719,9,harvest,0,"nm收获，政成成果,后果",收获；收成
720,9,haste,0,nm急念，旬忙;赶快，赶紧,匆忙
721,9,hasty,0,adj.匆忙的，仓促的草率的,匆忙的；仓促的；草率的
722,9,hatch,0,vv策划，图谋;旷，孵出nm.舱口，小门,策划；图谋
723,9,hatred,0,n.异恨，异恶，怨恨,惜恨；怨恨
724,9,haul,0,v.拖搜，拖运，用力拖,拖搜
725,9,hawk,0,n.鹰，华vabout/around)兜售，沿街叫卖【解】v(比喻)散布（消息),兜售；沿街叫卖；散布（消息)
726,9,hay,0,n.干草,干草
727,9,hazard,0,n.危险;危害物，危险之源;机会,和危险；危害物
728,9,he,0,pron.他;它，人（泛指男性或女性，尤指曾提到过的人或泛指某群体时)n.男性，雄性，雄性动物,他；它
729,9,jog,0,v.慢跑;（偶然的)轻碰，轻击，轻摇,慢跑
730,9,joint,0,n.接头，接绛，接合处，关节adj.共同的，联合的,共同的；联合的
731,9,jolly,0,adj.欢乐的，高兴的adv.非常地,欢乐的
732,9,kid,0,n.小孩，儿童vt.戏弄，嘲措,小孩；儿童；戏乔
733,9,kidnap,0,vt.绑架，动持,绑架；劫持
734,9,kidney,0,n.皮，肾脏,肾脏
735,9,kill,0,vt.杀死，破坏，毁掉，消磨（（时间),杀死；破坏；消磨
736,9,late,0,adj.迟的，晚的，晚期的;已故的adv迟，晚,迟的；晚的；晚期的；已故的；迟；晚
737,9,lately,0,adv.最近，不久前,最近；不久前
738,9,later,0,adv.后来，以后;其后adj.后来的，以后的,后来；以后
739,9,latent,0,adj.潜在的，隐伏的，不易察觉的,潜在的；不易察觉的
740,9,latitude,0,n.纬度【解】n.选择（做什么事或做事方式的)自由,选择（做什么事或做事方式的)自由
741,9,laughter,0,n.笑，笑声,笑；笑声
742,9,launch,0,v.发射，发动;使(船)下水_n.发射，下水,发动
743,9,laundry,0,n.洗衣房（店);待洗衣物，所洗衣物,洗衣房（店)；待洗衣物
744,9,reckless,0,adj.（of)鲁莽的，不顾危险的,鲁磊的；不顾危险的
745,9,reckon,0,vt.计算，数;认为估计，判断,认为；估计
746,9,reclaim,0,v.使改过，改造，开垦，开拓;收回，回收利用,使改过；开垦；收回
747,10,telescope,0,n.望远镜,望远镜
748,10,telegraph,0,n.电报机，打电报v打电报传达(消息)，报告,电报机
749,10,tell,0,v(from)办别，区别;告诉，讲述;吟只，命令，泄露，吐露,辨别；区别；告诉；讲述；只只；命令
750,10,tear,0,v(tore，torn)撕开，撕裂nmn.眼泪,据裂；眼泪
751,10,tease,0,vt.戏弄，取笑;挑逗，撩拨n.（爱)戏弄他人者，缠扰者,戏乔；取笑
752,10,tedious,0,adj.单调乏味的，冗长的，令人厌倦的,单调乏味的；冗长的
753,10,undo,0,vt.松开，解开，取消，撤销,取消；撤销
754,10,undoubtedly,0,adv.无疑，必定,无疑；必定
755,10,peaceful,0,adj.和平的，平静的，宁静的,和平的；平静的
756,10,peak,0,n.山项，最高点，顶峰【解】vi.达到最高值,最高点；顶峰；达到最高值
757,10,pearl,0,n.了珍珠,珍珠
758,10,pedal,0,v.踩踏板，骑自行车n.踏板,踏板
759,10,pedestrian,0,n.步行者，行人a.徒步的;平凡的，通俗的,步行者；行人；平凡的
760,10,harassment,0,n.烦扰，杰扰;折磨人的东西,骚扰
761,10,harbor / harbour,0,"n.港唱，海湾，避难所，茂身处洲隐匿，窜藏,人让",港口；海湾
762,10,hard,0,adj.硬的，坚固的，努力的，艰苦的;冷酷无情的，强烈的，狐烈的adv努力地;猛烈地;困难地,艰苦的；努力地；猛烈地；困难地
763,10,harden,0,v.使变硬;使变得冷酷无情,使变硬
764,10,hardly,0,adv.几乎不，简直不；仅仅，刚刚，辛苦地，苛刻地,几乎不；仅仅
765,10,hardship,0,n.艰难，困昔,艰难；困苦
766,10,hardware,0,n.五金，金属制品，硬件,五金；金属制品
767,10,hero,0,n.英雄，勇士，男主角，男主人公,英雄；男主角；男主人公
768,10,heroic,0,adj.英雄的，英勇的,英雄的；英勇的
769,10,heroin,0,n.海洛因,海洛因
770,10,heroine,0,n.女英雄；女主角，女主人公,女英雄；女主角
771,10,impatient,0,adj.不耐烦的，急躁的,不耐烦的
772,10,imperative,0,adj.紧急的，重要的;命令式的，专断的，[语法]祈使的_n.必要的事，必要性,紧急的；必要的事
773,10,imperial,0,adj.帝国的，帝王的，英制的,帝国的；英制的
774,10,impetus,0,n.推动(力)，促进,推动(力)；促进
775,10,lane,0,n.小路，小埠;（比赛用的、有标志的)泳道，跑道【解】n.车道;航线,小路；车道；航线
776,10,lantern,0,n.灯，灯笼,灯笼
777,10,lap,0,n.大腿，跑道的一圈v钰食，拍击（多指海水)【解】n.一段路程,拍击；一段路程
778,10,lapse,0,n.小错，记错，朴忽，咕落，失足;（时间的)流逝，过去v陷入或进入某种状态;失效,疏忽；流逝；失效
779,10,laser,0,n.激光，激光器,激光；激光器
780,10,lash,0,v.蒜打，抽打，睦策，狐击，冲击;摆动，捆绑（尤指用绳子)，勒紧，扎牢,鞭子；鞭打；摆动
781,10,mankind,0,n.人类,人类
782,10,r aoeuue,0,n.策略，调动v用策略，调动，(敏捷地)操纵,策略；调动；操纵
783,10,manual,0,adj.手的，手工做的，体力的n.手册，指南,手工做的；体力的；手册；指南
784,10,manufacture,0,vt.制造，加工nn.制造，制造业;产品【解】v.编造（虚假情况、借口等),制造；编造
785,10,manuscript,0,"n,手稿，原稿",手稿；原稿
786,10,obstacle,0,n.障碍，妨碍，干扰,障碍
787,10,obstruct,0,"v.功得,阻隔,阻塞，遮断道路、通道等",妨碍；阻塞
788,10,obstruction,0,n.阻隔，阻得，芒碍;障碍（物),荡碍；障碍（物)
789,10,occasion,0,n.时刻，时候，场合，重大(或特殊)活动，盛会，时机，机会【解】n.理由,场合；理由
790,10,occasional,0,adj.偶尔的，间或发生的,偶尔的；间或发生的
791,10,odd,0,adj.奇数的，单的;奇怪的，古怪的;单只的，不成对的;临时的，不固定的;剩余的，多余的,奇怪的；临时的
792,10,odds,0,n.不平等，差异;机会【解】n.(the一)几率，(事物发生的)可能性,几率；可能性
793,10,odor / odour,0,n.（（尤指难闻的)气味，贞气,气味
794,10,scold,0,v(for)责骂，训斥,责吕；训斥
795,10,scout,0,n.侦察员，侦察机（舰)v.搜索，侦察,侦察员；侦察
796,10,scramble,0,v.枫登;(蔓草等)蔓延，繁生；(for)争夺，竞争（尤指为得到某物)将（东西)乱混在一起，搅乱某事物n.瑞登，疏行，争夺，抢夺,攀登；争夺
797,10,scrap,0,n.碎片，零屑，少量，一点儿;废料，废物v(scrapped)抛弃，抛掉【解】v.取消,抛弃
798,10,scrape,0,v.刮，控，积攒，勉强过日子【解】v.艰难取得,刊；艰难取得
799,10,scratch,0,v.抓，摄，刮，探，渡草地涂画，乱画n.抓，摄，刮，擦，起跑线,抓；摄
800,10,scream,0,vyn.尖声叫，啼叫,尖声叫
801,10,screen,0,n.屏，幕，帘;掩护，庇护，[the一][总称]电影v庶蔽，掩护，包庇;放映（电影)，筛选，审查,屏；幕；筛选；审查
802,10,screw,0,n.螺旋，螺丝v拧，拧紧,螺旋；螺丝
803,10,script,0,n.手稿，考生的笔试卷，剧本,剧本
804,10,scrutiny,0,"n,.详细审查;细看，监视",详细审查；细看
805,10,sculpture,0,n.肉刻，雕刻品，导塑，雕塑品vv有雕刻，雕塑,雕刻品；雕塑
806,10,seal,0,n.海鹏，封铅，封条，印，图章vt.封，密封,印；图章；密封
807,10,seam,0,n.缝，接缝,颖；接缝
808,10,second,0,adj.第二的;次等的，次要的n秒v赞成，附和,第二的；次等的；秒
809,10,secondary,0,adj.中级的，第二的;次要的【解】adj.中等教育的，中学的,中级的；中等教育的；中学的
810,10,secretary,0,n.秘书，书记；部长，大蕊,秘书；部长；大臣
811,10,section,0,n.部分，部门;（地)区，地段，章节，截面，剖面【解】n.阶层,部分；(地)区；阶层
812,10,sector,0,n.部分，部门户区，扇形【解】n.领域，行业,部门；领域；行业
813,10,segment,0,n.段，片，节，部分【解】v.划分,部分；划分
814,10,segregate,0,v.隔离，分离，分开，隔离并区别对待,分开；隔离并区别对待
815,10,seize,0,v.抓住，捉住;人掌握，理解;夺取，占领;没收，查封;(疾病)侵袭;(情绪)支配【解】v（一on/uponsth)关注,抓住；掌握；关注
816,10,veil,0,n.面纱，面嘲，喧盖物，借口v用面纱遮掩，掩饰,面纱；并盖物；掩饰
817,10,vein,0,n.血管，静脉，叶脉，纹理，裂痕，缺阶;性情，心绪【解】n.方式，风格,关脉；纹理；方式；风格
818,10,velocity,0,n.速度，速率,速度；速率
819,10,velvet,0,n.丝绒，天忽绒,丝绒；天帮绒
820,10,vertical,0,adj.垂直的，立式的;竖的，纵向的n.垂直物，垂直线,垂直的；纵向的
821,10,verge,0,"n.边,边缘，边沿vt.(on)接近，濒临",边缘；濒临
822,10,versatile,0,adj.多才多艺的，有多种用途的，多功能的,多才多艺的；多功能的
823,10,versus,0,prep.（诉讼、竟赛等中)以…为对手，与…相对，与…相比,与…相比
824,11,gallery,0,n.画廊，美术馆;长廊，走廊，狭长的房间,画克；美术馆；长廊
825,11,galaxy,0,n.星系;(theG)银河（系);一群（（杰出或著名的人物),星系
826,11,peel,0,v.剥落，脱落，脱衣，削皮，列皮n.(水果、蔬菜、嫩枝等的)皮,剥落；剥皮；皮
827,11,peep,0,vi（（尤指从小孔等)偷看，罕视,偷看；窥视
828,11,penalty,0,n.处罚，和罚,处罚；繁罚
829,11,penetrate,0,v.穿透，渗入；识穿看破，洞察，了解,渗入；看破；洞察
830,11,peninsula,0,n.半岛,半岛
831,11,penny,0,n.便士，少量的钱,便士
832,11,pension,0,"n,养老金，抚恤金",养老金；抚恤金
833,11,people,0,n.人民，民众;民族,人民；民众；民族
834,11,perfume,0,n.香水，香料，香气vt使充满香气，洒香水于,香水；使充满香气
835,11,permanent,0,adj.永久的，持和久的,永久的
836,11,permeate,0,v_(through)透入，充满，渗透，弥漫,充满；弥漫
837,11,permission,0,n.允许，同意,允许；同意
838,11,permit,0,n.通行证，许可证，执照v许可，允许【解】v.使有可能,许可证；许可；允许；使有可能
839,11,quantify,0,\必.确定…的数量，用数量表示，测量,确定…的数量；用数量表示
840,11,quantitative,0,adj.数量的，定量的,数量的；定量的
841,11,quantity,0,n.量，数量，数额（量)，目录；大量，大批，众多,量；数量；大量；大批
842,11,race,0,n.竞赛，赛跑，种族，人种v竞赛，赛哆，使迅玉到达,竞赛；种族；人种
843,11,racial,0,adj.种族的,种族的
844,11,rack,0,n.架子，支架，行李架;（肉体或精神上的)剧烈痛苦v使(肉体或精神上)受剧烈痛苦，折磨,使（肉体或精神上)受剧烈痛苦；折磨
845,11,racket,0,n.哈闹，考验；球拍【解】n.诈骗,哈立；球拍；诈骗
846,11,radio,0,n.收音机，无线电，无线电讯，无线电广播v用无线电发送讯息,收音机；无线电广播
847,11,radioactive,0,adj.放射性的，放射引起的,放射性的
848,11,radius,0,n.半径（（距离)，范围,半径（距离)；范围
849,11,rag,0,n.破（碎)布;（格调底下的)报纸，小报v昌和弄，嘲笑，和…开玩笑,昌乔；嘲笑
850,11,rage,0,n.（一阵)狂怒，(一阵)盛怒【解】n.流行v发怒，怒斥，肆虐，猩狐,（一阵)狂怒，(一阵)盛怒；流行
851,11,raid,0,n.袭击，搜查v缆击，突然搜查,绪击；突然搜查
852,11,semester,0,n.学期,学期
853,11,semiconductor,0,"n,半导体",半导体
854,11,seminar,0,n.（（大学的)研究班，研讨会,研讨会
855,11,senate,0,nn参议院，上院,
856,11,senator,0,n.参议员,
857,11,sentence,0,n.句子;宣判，判决v忆宣判，判决,句子；宣判；判决
858,11,sentiment,0,n.情操，情感，情绪，多愁善感，意见，观点,情绪；观点
859,11,session,0,n.会议，(一届)会议，一段时间,
860,11,sew,0,v.颖，颖幼,颖；缝幼
861,11,shine,0,vt.(shone，shone)照郊，发光;探亮_n光，光泽,发光；光泽
862,11,shipment,0,nm装船，装运，装载的货物，装赤量,装运；装载的货物
863,11,shiver,0,vi.战栗，发持,战栗；发拌
864,11,shock,0,"n.震动，冲击，电击;休克vt.（使)震动,(（使)震惊",震动；（使)震动；（使)震惊
865,11,shoot,0,Vv(shot，shot)射击，发射，开（枪)，放（炮)；突然迅速地移动;发芽n.狩猪，狩猪队，狩猎场;嫩枝，幼苗【解】v.剧痛，拍摄,射击；发射；发芽；剧痛；拍摄
866,11,shot,0,"n.开枪，射击;投篮,弹丸，炮弹，子弹【解】n.照片",射击；投篮；照片
867,11,shortage,0,n.不足，缺少,不足；缺少
868,11,shortcoming,0,n.短处，缺点,短处；缺点
869,11,shorthand,0,n.速记（法),速记（法)
870,11,shove,0,n.[D]推，挤vt.[D]推挤，猛推，乱放，乱塞,推挤；猛推；乱塞
871,11,temple,0,n.庙宇，神殿，寺;太阳穴,庙宇；寺
872,11,tempo,0,"n.节奏，行进速度,（音乐的)速度",节奏；速度
873,11,tenant,0,n.承租人，房客，个户,承租人；房客
874,11,tender,0,adj.（肉)嫩的;脆弱的;温和的，温柔的，慈爱的，易受感动的，敏感的v提示，提供;(for)投标,脆弱的；温柔的；提供；投标
875,11,tense,0,n.时态adj.拉紧的，紧张的,
876,11,tension,0,n.张力，拉力;紧张【解】n.紧张局势（或关系、状态),紧张；紧张局势（或关系、状态)
877,11,then,0,adv.当时，在那时，那么，因而，然后，于是，另外,在那时；因而；然后；于是
878,11,thereafter,0,adv.此后，以后,此后
879,11,thereby,0,adv.因此，从而,因此；从而
880,11,therefore,0,adv.因此，所以conj.因此,因此；所以
881,11,vest,0,n.背心，马甲，汗衫，内衣【解】v.赋予，授予，给予（权利或责任),赋予；授予；给予（权利或责任)
882,11,veteran,0,n.老手，老兵,老手；老兵
883,11,veto,0,n.和否决，和否决权，否决权的行使，禁止，反对vt.和否决，禁止，反对,否决权；否决；反对
884,11,walk,0,n.步行，散步，步行道v步行，走，散步,步行；散步
885,11,ward,0,"n.病房;行政区；受监护人v保卫,守卫【解】v.挡住;避开(危险、疾病等)",病房；挡住；避开
886,11,wardrobe,0,n.衣柜，衣橱，全部服装，行头（总称),衣柜；衣橱
887,11,warehouse,0,n.仓库，货栈,仓库；货栈
888,11,warfare,0,"n,战争（状态)，斗争，冲突",战争（状态)；斗争；冲突
889,11,warmth,0,n.有暖和，温暖;热心，热情,退暖；热情
890,11,warn,0,v.警告，告诚,警告；告诚
891,11,warrant,0,n.授权，批准，(正当)理由，根据;许可证，委任状，证书vt.授权给，批准;证明…是正当(或有理)的，需要;值得;保证（某物是真的)，担保，人允诺,授权；许可证；委任状
892,11,warranty,0,n.（商品)保修单,保修单
893,11,aerial,0,adj.空中的，航空的n.天线,空中的；航空的
894,11,affluent,0,adj.丰富的，富裕的，繁荣的,富裕的
895,11,afterward s,0,adv.后来，以后,后来；以后
896,11,against,0,prep.对〔（着)，道，反对，违反，靠近，倚在，对比，以…为背景,对(着)；逆；反对；违反；对比
897,11,age,0,n.年龄，时代，时期v变老;老化，变成熟,年龄；时期；变老
898,11,coach,0,n.(铁路)客车而，长途汽车;辅导员，教练v指导，辅导,教练；指导
899,11,coalition,0,n.联合，同盟,联合；同盟
900,11,coarse,0,adj.粗糙的，粗劣的，粗鲁的，粗俗的,粗糙的；粗俗的
901,11,cognitive,0,adj.认知的，有关认识的,认知的
902,11,inject,0,vt.注射，注入【解】v.增加（（某品质),注射；注入；增加
903,11,injure,0,v.使受伤，损害，伤害（名誉、自尊等),使受伤；伤害
904,11,injury,0,n.损伤，损害，毁坏,损伤
905,11,ink,0,"n.墨水，墨讶,油墨v给…上油墨签署，签订（合同等)",墨水；油墨
906,11,inland,0,adj.国内的，内地的，内陆的adv在内陆，向内地,国内的；内陆的；在内陆
907,11,blank,0,adj.空白的，空着的，失色的，无表情的n.空白，表格,空白的；空着的；无表情的；空白
908,11,blanket,0,n.毯子，毛毯，(of)厚（的覆盖)层vv（以厚层)覆盖，笼四adj.全面的，包含所有的，适用于所有情形的【解】adj.综合的,毯子；毛毯；全面的；综合的
909,11,light,0,n.光，光亮，光线;灯，和灯光，光源v(It，lit，lighted，lighted)点（火)，点燃:(使)变亮，照亮adj.轻的，轻松的;(颜色)淡的【解】adj.不严厉的,光；灯；照亮；轻的；不严厉的
910,11,lightning,0,n.闪电adj.内电般的，快速的,闪电；闪电般的；快速的
911,12,bake,0,"v.歼，烧，焙;烤硬,烘下,烙T",烤；烘；焙
912,12,bait,0,v（在鱼钩上、陷阱中等)放诱饵。n.饵，诱惑物,放诱饵
913,12,bachelor,0,"n.单身汉;[缩BA,]学士（学位)",学士（（学位)
914,12,backward,0,adj.向后的，倒行的，落后的，迟钝的adv向后，朝反方向,落后的；迟钝的；向后
915,12,bacteria,0,n.细菌,细菌
916,12,bad,0,adj.坏的，恶的，错的;低劣的，拙劣的，不舒服的，有病的;腐败的;严重的,坏的；腐败的；严重的
917,12,badly,0,adv.恶劣地，严重地;非常,恶劣地；非常
918,12,badge,0,n.徽章，标记，标识;象征,徽章；标记；象征
919,12,badminton,0,n.羽毛球,羽毛球
920,12,baggage,0,n.行李，思想包只，心理负担,行李
921,12,bail,0,n.保释金，保释v人允许保释（某人);（尤指迅速地)离开,保释金；离开
922,12,abdomen,0,n.腹，腹部;（昆虫、蜂蛛或甲壳类动物的)腹部,腹部
923,12,aboard,0,prep.在（船、飞机、火车等)上adv上〔（船、飞机、火车等),在（船、飞机、火车等)上；上船、飞机、火车等)
924,12,abound,0,vi.非常多，大量存在,大量存在
925,12,above,0,prep.在…上面（但不接触)；超过，高于adv在上面（但不接触)，高于【解】adj.上述的,超过；高于；在上面；上述的
926,12,abrupt,0,adj.突然的，意外的，陡峭的，险峻的;（（举止、言谈等)唐突的，鲁荆的,突然的；意外的
927,12,absurd,0,adj.荒廖的，荒唐的;滑稽可笑的,匾廖的；匾唐的；滑稽可笑的
928,12,abundant,0,adj.丰富的，充分的，充裕的,丰富的
929,12,abuse,0,vt.滥用；虞待，伤害，辱加，上毁谤n.滥用;虐待，辱加,滥用；虞待
930,12,cab,0,n.出租马车，出租汽车，计程车,出租汽车
931,12,cabinet,0,n.柜李;内效,柜橱；内阔
932,12,cable,0,v.拍电报nm电报;电缆，缆，索，钢丝绳【解】n.有线电视,电报；电缆；有线电视
933,12,calendar,0,n.日历，月历,日历
934,12,calorie,0,n.卡（路里)[热量单位],卡（路里)
935,12,damage,0,vt.损害，毁坏。n.损害，毁坏，伤害，损害赔偿费,损害；毁坏；伤害
936,12,damn,0,adj.该死的n.一点点，丝毫adv非常vt.(指上帝)罚（某人)入地狱受罪，严厉地批评(某事物)，表示厌烦，愤怒等,该死的
937,12,damp,0,adj.有湿气的，潮湿的vt.（=dampen)(使)减弱，抑制,使)减弱
938,12,eager,0,adj.渴望的，热切的,渴望的；热切的
939,12,ear,0,n.耳洒，听力;穗,耳条
940,12,earnest,0,adj.认真的，诚介的,认真的；诚介的
941,12,earth,0,n.世界，地球（其前面应加the)，泥土，土壤，陆地，大陆,地球；泥土；土壤；陆地
942,12,ease,0,v.沽轻，使舒适，使安心_n.容易，舒适，悠闲,减轻；容易；舒适
943,12,east,0,n.（通常加the)东，东方。adj.东方的，从东方来的adv在东方，向东方;（指风)从东方,东；东方；东方的
944,12,ebb,0,n.退潮，落潮，衰退，衰落vi退潮，落漳，衰退，衰落，减少,退潮；衰退；减少
945,12,fable,0,n.寅言,寓言
946,12,fabulous,0,adj.极为巨大的，极好的，绝妙的，寓言中的，神话的,极好的；绝妙的
947,12,facilitate,0,vt.使变得（更)容易，使便利,使便利
948,12,facility,0,n.灵巧，熟练，(for)天资，天赋，才能，设备，设施,设备；设施
949,12,faculty,0,n.才能，学院，系;（学院或系的)全体教学人员【解】n.天赋，能力,(学院或系的)全体教学人员；天赋；能力
950,12,gang,0,"n.二帮-和群,-优",一帮；一伙
951,12,gaol / jail,0,n.监狱v监禁某人,监狱；监禁某人
952,12,garage,0,n.车库，飞机库，修理厂,车库
953,12,garbage,0,n.垃圾;无用信息，无聊的话,垃圾
954,12,gas,0,n.气体，煤气;汽油,气体；煤气
955,12,gasp,0,n.喘气，喘息vi喘息，喘着气说出（或发出)；(for)渴望,器息；喘息；喘着气说出（或发出)
