序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义,页码,词条起始页
396,5,publication,27,n.出版；发行；发表；刊物；出版物,出版；发表；出版物,29,29
397,5,quantity,10,n.数量；数目；大量；大批,数量；大量,29,29
398,5,quarter,9,n.四分之一；季度；季；某个团体，某位人士,,29,29
399,5,require,98,vt.需要；有赖于；（法律或规则）要求；规定,,29,29
400,5,requirement,37,n.必要条件；需要（要求）的事物,,29,29
401,5,request,17,"n.请求，要求
vt.要求，请求",,29,29
402,5,acquire,23,vt.获得；购得；学到，获得,获得；购得,29,29
403,5,enquiry,9,n.探究；探索；询问；调查,,29,29
404,5,acquisition,13,n.收购；（知识、技能等的）获得，习得,,29,29
405,5,quit,10,"vt./vi.辞去，放弃；停止；戒掉
vt.离开",,29,29
406,5,radical,13,a.彻底的；根本的；激进的；前卫的,彻底的；根本的；激进的,"29,30",29
407,5,range,28,"n.范围；一系列；类；种
vi.变化",,30,30
408,5,arrange,10,"vt./vi.安排；筹备
vt.整理；排列",,30,30
409,5,reasonable,23,a.合理的；明智的；公道的；可以接受的,,30,30
410,5,directly,27,ad.直接地；坦率地；正；正好地；立刻,,30,30
411,5,region,21,n.地区，区域，地方,地区,30,30
412,5,regular,20,a.定期的；普通的；频繁的；常去某地的,定期的,30,30
413,5,regulate,14,vt.控制，管理；调整，调节,,30,30
414,5,regulation,35,"n.规章制度；法规；管理
a.规定的",法规；管理,30,30
415,5,render,10,vt.使变得；使处于某状态；提供；提交；翻译,,30,30
416,5,derive,9,"vt./vi.源自，源于
vt.获得，得到",,30,30
417,5,satisfy,15,vt.满足（要求，需要等）；达到（要求、标准等）,,30,30
418,5,satisfaction,11,n.满足；满意,,30,30
419,5,scale,28,n.规模；等级；秤,,30,30
420,6,scholar,15,n.学者；奖学金获得者,,31,31
421,6,conscious,17,a.刻意的；有意的；有意识的；意识到的,刻意的；意识到的,31,31
422,6,telescope,13,"n.望远镜
vt.使缩短",,31,31
423,6,description,14,n.描述；说明；类型；种类,,31,31
424,6,segment,32,"n.部分，段；（市场）细分的部分
vt.划分",,31,31
425,6,section,229,"n.界；阶层；部分；区域
vt.把……切开",部分,31,31
426,6,assemble,13,"vt./vi.集合；收集；聚集
vt.组装；装配",集合；收集；聚集,31,31
427,6,senior,23,"a.级别高的；资深的
n.毕业班学生",级别高的,31,31
428,6,present,72,"vt.展现，显示；陈述；展示；带来；引起
a.当前的
n.现在",展现,31,31
429,6,presence,22,n.存在；出现；在场；出席,存在；出现；在场；出席,31,31
430,6,represent,30,vt.象征；体现；代表；相当于；等于,代表,31,31
431,6,representative,15,"a.代议制的；有代表性的
n.销售代表；代表",代表,31,31
432,6,sensitive,24,a.敏感的；过敏的；保密的；体恤的；体贴的,敏感的；体恤的；体贴的,31,31
433,6,consequence,45,n.后果；影响；重要性,后果；影响,32,32
434,6,consequently,10,ad.因此；所以,,32,32
435,6,pursue,15,vt.追求；致力于；继续探讨；追赶,追求,32,32
436,6,pursuit,16,n.追求；寻找；追赶；事业；爱好,追求；寻找；事业；爱好,32,32
437,6,suitable,35,a.适合的，适宜的,,32,32
438,6,series,25,n.系列节目,,32,32
439,6,conservation,22,n.节约；保存；（动植物、森林等的）保护,,32,32
440,6,conservative,18,n.保守的；保守党的,,32,32
441,6,preserve,43,"vt.保护；保留；贮存
n.专门领域",,32,32
442,6,reserve,12,"vt.保留；预订
n.保护区；储备",储备,32,32
443,6,observe,31,"vt./vi.观察；监视
vt.看到；遵守；说",观察,32,32
444,6,observation,14,n.观察；观测；监视；评论；言论,观察；评论,32,32
445,6,deserve,13,vt.值得；应得；应受,,32,32
446,6,severe,18,a.十分严重的；极为恶劣的；严厉的,极为恶劣的,32,32
447,6,resident,10,"n.居民；住户
a.（在某地）居住的",,"32,33",32
448,6,considerable,13,a.相当多（或大、重要等）的,,33,33
449,6,design,58,"n.设计；布局
vt.设计；构思；制订；计划",设计；设计；构思,33,33
450,6,significant,49,a.数量相当大的；显著的；重要的，重大的,显著的；重大的,33,33
451,6,significance,16,n.重要性，意义；含义，意思,,33,33
452,6,assign,15,vt.分派，布置；分配；指派；派遣,,33,33
453,6,associate,11,"a.副的；准的
n.同事；伙伴
vt.联系；联想",副的,33,33
454,6,association,32,n.协会；交往；联系；联想,交往,33,33
455,6,resolve,11,"vt.解决
vt./vi.决心；决定
n.决心",解决,33,33
456,6,solution,35,n.解决方法；处理手段；答案；谜底,,33,33
457,6,philosophy,10,n.哲学；人生哲学；哲学体系,,33,33
458,6,philosopher,14,n.哲学家；思想家；哲人,,33,33
459,6,absorb,13,vt.吸收；吸引全部注意力；理解；掌握,,33,33
460,6,prospect,30,"n.前景；展望；可能性
vi.勘探，勘察",,33,33
461,6,perspective,15,n.（思考问题的）角度；合理判断,,34,34
462,6,suspect,13,"n.（犯罪）嫌疑人
vt./vi.疑有（尤指坏事可能属实或发生）
vt.怀疑",（犯罪）嫌疑人；怀疑,34,34
463,6,specific,38,"a.具体的；明确的
n.细节",具体的,34,34
464,6,specialist,22,n.专家；专科医生,,34,34
465,6,desperate,12,a.不顾一切的；孤注一掷的；渴望；极危险的,孤注一掷的,34,34
466,6,prosperity,13,n.繁荣；兴旺,,34,34
467,6,atmosphere,19,n.气氛；大气,气氛；大气,34,34
468,6,response,45,n.反应；响应；回答，答复,,34,34
469,6,responsible,31,a.负有责任的；对（某事物）负责的,负责的,34,34
470,6,sponsor,10,"vt.赞助；举办
n.赞助商；倡议者",赞助；赞助商,34,34
471,6,spouse,9,n.配偶,,34,34
472,6,substance,35,n.物质；东西；事实基础；根据；实质,物质；实质,34,34
473,6,instance,26,"n.例子；事例；实例
vt.以……为例",,34,34
474,6,distance,17,n.距离；间距；远处；远方,距离,"34,35",34
475,6,stable,20,a.稳定的；稳固的；稳重的；沉稳的,稳定的,35,35
476,6,establish,30,vt.制定；建立；创立；证实,建立,35,35
477,6,status,44,n.地位；身份；法律地位,,35,35
478,6,statement,38,n.声明；陈述；说法；说明；报表,声明；陈述,35,35
479,6,station,14,n.所；站；电台；电视台；车站,,35,35
480,6,consist,19,vi.由……组成；在于；存在于,由……组成；在于,35,35
481,6,assistant,15,"n.助理；助手
a.助理的；副的",,35,35
482,6,assist,9,vt./vi.帮助；协助；援助,,35,35
483,6,resistance,9,n.抵抗；反对；抵制；（风或空气的）阻力,抵制,35,35
484,6,circumstance,23,n.条件；状况；环境,,35,35
485,6,contrast,29,"n.明显的差异；对比；对照
vi.形成对比
vt.对比；对照",对比,35,35
486,6,distinction,11,n.差别，区别，不同，优秀；杰出,差别；优秀,35,35
487,6,distinguish,13,"vt./vi.区分；辨别；分清
vt.听出；认出",辨别,35,35
488,6,stimulate,9,vt.刺激；促使；激发；激励,刺激；激励,"35,36",35
489,6,constitute,12,v.组成；构成；（被认为或看作）是,,36,36
490,6,constitution,14,n.宪法；章程；身体素质；构造,,36,36
491,6,institute,16,"vt.制定（制度、规则等）
n.机构",,36,36
492,6,restore,22,vt.使恢复；修复；归还,修复,36,36
493,6,storage,10,n.贮存，贮藏；（计算机的）存储,,36,36
494,6,restrict,16,vt.限制，约束；限制，限定,限制；约束,36,36
495,6,strain,9,"n.压力
vt.拉伤",压力,36,36
496,6,persuade,9,vt.劝说；说服；使信服；使相信,劝说；说服,36,36
497,6,consume,17,vt.消费；消耗；（大火）彻底烧毁；吃；喝,消费；消耗,36,36
498,6,consumption,27,n.消费；消耗，消耗量,消费；消耗；消耗量,36,36
499,6,summarize,9,vt./vi.概括；总结；概述,概括；总结,36,36
500,6,ensure,35,vt.确保，保证,,36,36
501,6,insurance,31,n.保险；保障措施；保险费；保险业,保险；保障措施；保险费,36,36
502,6,assure,9,vt.使确信；确保,使确信,36,36
503,7,attach,15,vt.贴；附上；连接；附加（条件）,,37,37
504,7,attack,14,"n.抨击；进攻
vt./vi.袭击；攻击
vt.抨击",,37,37
505,7,contact,31,"n.接触；触摸；交往；联系
vt.联系",,37,37
506,7,contain,20,vt.包含；含有；容纳,,37,37
507,7,sustain,14,vt.保持，使持续；维持；支撑；遭受,维持；支撑,37,37
508,7,content,36,"n.（书、讲话、节目等的）主要内容
a.满意的；惬意的",,37,37
509,7,obtain,33,vt.（尤指经努力）获得，赢得,获得,37,37
510,7,retain,10,vt.保持；保留；继续拥有,,37,37
511,7,technology,149,n.技术；科技,,37,37
512,7,technical,22,a.技术的；技能的；专业的；专科的,技术的；专业的,37,37
513,7,technique,19,n.技巧；技术；技能,技巧；技术,37,37
514,7,detect,13,vt.察觉，发现,察觉；发现,37,37
515,7,temperature,16,n.温度；气温；体温,,37,37
516,7,temporary,13,a.短暂的；暂时的；临时的,暂时的；临时的,37,37
517,7,attempt,35,"n.尝试；企图
vt.试图；尝试",,38,38
518,7,tendency,13,n.趋势；趋向；倾向；偏好,,38,38
519,7,extend,27,"vt./vi.延长（期限）
vt.扩大……的范围（或影响）",,38,38
520,7,extent,15,n.程度；限度；面积,,38,38
521,7,extension,18,n.延期；延长期；扩建部分；扩大,,38,38
522,7,intense,8,a.强烈的，剧烈的；激烈的，热切的,强烈的；激烈的,38,38
523,7,determine,39,vt.决定；查明；准确算出；下决心,决定,38,38
524,7,contest,12,"n.比赛；竞赛
vt.竞争，角逐；就……提出异议",,38,38
525,7,theatre,20,n.戏院；剧场；戏剧,,38,38
526,7,theory,43,n.理论；学说,,38,38
527,7,entitle,12,vt.使享有权利；使符合资格；给……命名,使享有权利；使符合资格,38,38
528,7,tolerate,10,vt.忍受（坏的或痛苦的事物）；容忍,,38,38
529,7,tolerant,10,a.忍受的；宽容的,宽容的,38,38
530,7,tolerance,15,n.宽容；容忍；忍受；忍耐力,宽容；忍耐力,38,38
531,7,track,30,"vt.跟踪（进展情况）
vt./vi.跟踪
n.轨道",,39,39
532,7,trace,14,"vt.追溯；仔细找寻；记述
n.少许；踪迹",踪迹,39,39
533,7,trail,13,"vt.追溯；追查
n.少许；踪迹",追溯；追查,39,39
534,7,trait,12,n.特征；特性,特征；特性,39,39
535,7,attractive,15,a.（事物）有吸引力的，诱人的；（人）漂亮的,,39,39
536,7,contribute,40,"vi.做出贡献；是……的原因之一
vt./vi.捐献",是……的原因之一；捐献,39,39
537,7,contribution,20,n.贡献；促成作用；捐款,,39,39
538,7,attribute,12,"vt.把……归因于
n.特征",把……归因于,39,39
539,7,triumph,10,"n.伟大胜利；重大成就
vi.战胜",战胜,39,39
540,7,typical,17,a.典型的；平常的；特有的,,39,39
541,7,union,37,n.工会；联邦；协会；婚姻,工会；协会,39,39
542,7,unique,28,a.独特的；罕见的；独一无二的；特有的,独特的；独一无二的,39,39
543,7,urban,17,a.城市的；都市的；城镇的,城市的,39,39
544,7,urgent,18,a.紧急的；迫切的；急切的,紧急的；迫切的,"39,40",39
545,7,urge,15,"n.强烈的欲望；迫切的要求；冲动
vt.敦促",,40,40
546,7,unusual,14,a.不寻常的；罕见的；与众不同的,,40,40
547,7,valuable,28,a.有价值的，宝贵的；贵重的,有价值的；贵重的,40,40
548,7,valid,9,a.合理的；有根据的；（法律上）有效的,有根据的；有效的,40,40
549,7,available,56,a.可用的；可获得的；（人）有空的,可获得的,40,40
550,7,variety,34,n.（同一事物的）不同种类；多样化,,40,40
551,7,various,28,a.各种不同的；各种各样的,,40,40
552,7,reveal,39,vt.揭示；揭露；展现,揭示,40,40
553,7,revenue,30,n.收益；税收,,40,40
554,7,convention,15,n.习俗；常规；大会,习俗,40,40
555,7,convenient,12,a.方便的；便利的；附近的,,40,40
556,7,verbal,11,a.言语的；口头的,言语的,40,40
557,7,universe,20,n.（已知宇宙以外的）宇宙,,40,40
558,7,universal,12,a.全世界的；全体的；共同的,全世界的；全体的,40,40
559,7,version,18,n.变体；版本,,41,41
560,7,controversy,12,n.争论,,41,41
561,7,reverse,9,"vt.彻底转变；放弃（立场）
a.相反的",,41,41
562,7,invest,25,"vt./vi.投资
vt.投入（时间、精力等）",,41,41
563,7,investment,39,n.投资；（时间、精力的）投入,投资,41,41
564,7,obvious,24,a.明显的；易理解的；公认的,明显的；公认的,41,41
565,7,victim,9,n.受害者；罹难者；罹病者；牺牲品；祭品,,41,41
566,7,evidence,53,n.证据；（法庭上的）证据,,41,41
567,7,provision,14,n.（法律文件的）规定，条款,条款,41,41
568,7,visual,11,"a.视觉的
n.视觉资料",视觉的,41,41
569,7,convince,11,vt.使信服；使相信；说服,,41,41
570,7,virtue,12,n.优点；长处；美德；高尚的道德,,41,41
571,7,survival,14,n.生存；存活；残存物,残存物,41,41
572,7,vital,11,a.至关重要的；维持生命所必需的,,41,41
573,7,advocate,28,"n.提倡者；支持者
vt.提倡",,"41,42",41
574,7,voluntary,12,a.自愿的；义务性的；志愿的,,42,42
575,7,involve,63,vt.包含；需要；牵涉；使参与,包含,42,42
576,7,volume,10,n.量；额；体积；（成套书籍中的）一卷,体积,42,42
577,7,revolution,20,n.大变革；巨变；旋转；革命,大变革；革命,42,42
578,7,vulnerable,9,a.易受伤害的；脆弱的；易受攻击的,,42,42
579,7,aware,21,a.意识到的，明白的；察觉到的；有……意识的,,42,42
580,8,aircraft,14,n.飞机；航空器,,42,42
581,8,airline,19,n.航空公司,,42,42
582,8,alongside,9,prep.与……一起；在……旁边；沿着……的边,,42,42
583,8,background,24,n.出身背景；背景,,42,42
584,8,chairman,14,n.主席；董事长,,42,42
585,8,database,18,n.（储存在计算机中的）数据库,,42,42
586,8,elsewhere,18,ad.在（或去、到）别处,,42,42
587,8,feedback,9,n.反馈的意见（或信息）,,"42,43",42
588,8,furthermore,12,ad.此外；而且；再者,,43,43
589,8,highlight,18,"vt.突出；强调
n.最精彩的部分",突出；强调；最精彩的部分,43,43
590,8,household,11,n.家庭；同住一所房子的人,,43,43
591,8,meanwhile,20,ad.同时；与此同时,与此同时,43,43
592,8,moreover,23,ad.此外；而且,,43,43
593,8,newspaper,60,n.报纸；报,,43,43
594,8,outcome,21,n.结果；后果,,43,43
595,8,outline,19,"vt.概述
n.概述；梗概；轮廓线",,43,43
596,8,output,11,"n.产量，输出量
vt.输出",产量；输出量,43,43
597,8,overall,33,"a.总体的；总的；全面的
ad.总计；全部",总体的；全面的,43,43
598,8,overlook,11,vt.忽略；未注意到；不予理会；俯视,忽略,43,43
599,8,ownership,11,n.所有权；物主身份；产权,,43,43
600,8,platform,10,n.计算机平台；站台；月台；讲台；舞台,计算机平台；月台,43,43
601,8,so-called,10,a.所说的，所谓的,,"43,44",43
602,8,software,14,n.软件,,44,44
603,8,somewhat,10,ad.有点；有几分；稍微,,44,44
604,8,throughout,18,prep.各处；遍及；自始至终；贯穿整个时期,遍及,44,44
605,8,underestimate,11,"vt.低估；对……认识不足；对……估计不足
n.低估",低估；低估,44,44
606,8,undergraduate,16,n.在校本科生,,44,44
607,8,underline,61,vt.在……下画线；凸显；强调,强调,44,44
608,8,undermine,10,vt.逐渐削弱；破坏，损害,逐渐削弱,44,44
609,8,upgrade,13,"vt.使（机器、计算机系统等）升级；使升格
n.提升，升级",使；升级；升级,44,44
610,8,widespread,15,a.广泛的；普遍的,,44,44
611,8,worthwhile,9,a.有价值的,,44,44
612,9,ability,68,n.能力；才能；技能,,44,44
613,9,abroad,14,ad.在国外；到国外,,44,44
614,9,absence,9,n.缺乏；没有；缺席；不在,缺乏；不在,44,44
615,9,abuse,10,"n.虐待；滥用；辱骂；恶语
vt.滥用（以致危害健康）；虐待；伤害；辱骂",,"44,45",44
616,9,academic,34,"a.学业的，学术的；纯理论的
n.学者",,45,45
617,9,accomplish,11,vt.完成；达成,,45,45
618,9,acknowledge,12,vt.承认（属实）；确认收到；（公开）感谢,承认,45,45
619,9,activity,74,n.活动；活跃,,45,45
620,9,addition,14,n.增加物；添加物；加法；加；添加；增加,添加,45,45
621,9,address,55,"vt.设法解决；演讲
n.地址；演讲",,45,45
622,9,advantage,38,n.优势；有利条件；好处；优点,,45,45
623,9,affair,8,n.事情；公共事务,事情,45,45
624,9,afford,15,vt.买得起；承担得起（后果）；提供；给予,,45,45
625,9,afraid,10,a.害怕的；恐惧的；担心的；忧虑的,,45,45
626,9,agency,30,n.服务机构；代理机构；专门机构,,45,45
627,9,ahead,15,ad.提前；取得进步，获得成功；将来；领先,,45,45
628,9,alert,11,"vt.使意识到
a.警惕的
n.警惕；警戒",,45,45
629,9,alike,8,"ad.两者都；同样地；很相似地
a.相像",,"45,46",45
630,9,ambition,28,n.雄心；抱负；野心；追求的目标；夙愿,,46,46
631,9,ancestor,9,n.祖先；祖宗；原种,祖先；祖宗,46,46
632,9,anticipate,11,vt.预料；预期；预见；期待,,46,46
633,9,appoint,21,vt.委派；任命；确定（时间、地点）,,46,46
634,9,argument,52,n.争论；辩论；论据；理由；论点,辩论；论据,46,46
635,9,arise,23,vi.（由……）引起；出现；起床；起立,出现,46,46
636,9,arouse,9,vt.激起，引起（感情、态度）；唤醒；叫醒,激起；唤醒,46,46
637,9,aside,15,"ad.到旁边；在旁边；留；存
n.题外话",,46,46
638,9,aspect,25,n.方面；层面；（事物的）外观,,46,46
639,9,access,20,vt.评估，评定（性质、质量）；估算，估定,,46,46
640,9,asset,26,n.资产；有价值的人（或事物）,,46,46
641,9,assume,29,vt.假定；承担（责任）；取得（权力）；呈现,假定,46,46
642,9,assumption,14,n.假设；假定；（权力的）获得,,46,46
643,9,attend,18,"vt./vi.出席；参加
vt.经常去，定期去（某处）",出席；参加,"46,47",46
644,9,authority,36,n.权力，当权；权威；权威人士,权力；权威；权威人士,47,47
645,9,automatic,11,a.无意识的；不假思索的；自动的,,47,47
646,9,award,18,"n.奖；奖品；授予
vt.授予；奖励",授予,47,47
647,9,barely,12,ad.几乎不；几乎没有；勉强可能；仅仅，只有,几乎不；勉强可能,47,47
648,9,bay,10,n.湾，海湾；分隔间,,47,47
649,9,bear,9,"vt.承受；忍受；承担，负担；带有
n.熊",,47,47
650,9,behalf,10,n.代表,,47,47
651,9,behave,10,"vi.表现
vt./vi.表现得体",表现,47,47
652,9,beneath,11,"prep.在（或往）……下面
ad.在下方，到下方",,47,47
653,9,blame,22,"vt.把……归咎于
n.（坏事或错事的）责任",,47,47
654,9,blank,41,"n.空格；空白处
a.无表情的；空白的",,47,47
655,9,block,10,"vt.阻止，妨碍；堵塞；阻塞
n.大楼；大厦",,47,47
656,9,boom,13,n.（经济的）繁荣；增长；流行,繁荣,47,47
657,9,boost,30,"vt.使增长；使兴旺
n.增长；激励",,48,48
658,9,bound,11,a.一定会；要到……去的；有义务,一定会,48,48
659,9,bracket,40,n.括号，等级,,48,48
660,9,branch,12,n.（学科及语言的）分支；分行；树枝,,48,48
661,9,brand,11,"n.品牌，牌子；类型
vt.加污名于",,48,48
662,9,bright,12,a.聪明的，聪颖的；有希望的；明亮的；鲜艳的,,48,48
663,9,broad,21,a.涉及面广的；普遍的；广泛的；宽阔的,,48,48
664,9,budget,14,"n.预算
vt./vi.把……编入预算",,48,48
665,9,burden,19,"n.负担，重担
vt.使烦恼；烦扰",,48,48
666,9,butterfly,19,n.蝴蝶；蝶泳,,48,48
667,9,campaign,22,"n.运动，活动；战役
vi.发起运动",运动,48,48
668,9,cancel,10,"vt.取消；中止
vt./vi.撤销，取消",,48,48
669,9,careful,10,a.小心的；谨慎的；仔细的；周密的,,48,48
670,9,category,15,n.类别，种类,,"48,49",48
671,9,ceremony,11,n.典礼；仪式；礼仪；礼节,,49,49
672,9,chain,12,n.连锁商店；一连串（人或事）；链子,,49,49
673,9,challenge,63,"n.挑战
vt.对……怀疑（或质疑）",,49,49
674,9,chance,46,n.机会；机遇；时机；冒险；风险；偶然,,49,49
675,9,channel,16,n.途径；渠道；电视台；频道；水渠；海峡,途径；频道,49,49
676,9,character,30,n.特点；性格；角色,,49,49
677,9,characterize,15,vt.使具有特点；描述,,49,49
678,9,characteristic,24,"n.特征；特点；品质
a.特有的；典型的",,49,49
679,9,charge,24,"vt./vi.收（费）
n.指控",,49,49
680,9,check,14,"vt./vi.检查
vt.控制；抑制
n.检查",,49,49
681,9,cigarette,14,n.香烟；纸烟,,49,49
682,9,circuit,10,n.（法官的）巡回审判；电路；线路；环行,,49,49
683,9,claim,61,"vt.宣称；声称；要求
n.声明；宣称；索赔",要求；声明,49,49
684,9,colleague,28,n.同事；同僚,,50,50
685,9,column,20,n.（报刊的）专栏，栏目；圆形石柱；柱形物,专栏,50,50
686,9,command,9,"n.指令；命令
vt./vi.指挥，统率
vt.控制",指挥；控制,50,50
687,9,competitive,18,a.竞争的，竞争性的；有竞争力的,,50,50
688,9,constant,18,a.连续发生的；不断的；重复的；不变的,,50,50
689,9,context,18,n.背景；环境；语境；上下文,,50,50
690,9,continent,25,n.大陆；陆地；洲,,50,50
691,9,convey,13,vt.传达；传递；运送；传送,传达,50,50
692,9,cope,17,vi.（成功地）应付，对付；能处理,,50,50
693,9,corporate,35,a.公司的；法人的；共同的；全体的,,50,50
694,9,court,85,n.法庭，法院；宫廷；王宫；球场,,50,50
695,9,craft,10,"n.技能；职业
vt.精心制作",,50,50
696,9,crash,10,"n.（飞机的）坠毁；暴跌
vt./vi.（使）碰撞",,50,50
697,9,credit,22,n.称赞；认可；赊购；学分,,50,50
698,9,crop,18,n.庄稼；作物；收成；一批人,,51,51
699,9,curb,11,"vt.控制
n.起控制作用的事物",,51,51
700,9,danger,29,n.危险,,51,51
701,9,dangerous,17,a.危险的；不安全的,,51,51
702,9,dark,22,"a.黑暗的；邪恶的
n.（the dark）黑暗",,51,51
703,9,deal,73,n.协议；（尤指）交易；待遇,,51,51
704,10,decision,110,n.决定，抉择；决断（力）；果断,,51,51
705,10,delay,18,"n.延迟的时间；耽搁
vt./vi.推迟",耽搁,51,51
706,10,deliver,22,"vt./vi.递送；传送
vt.发表；宣布",递送；发表,51,51
707,10,delivery,10,n.传送；递送；分娩,传送；递送,51,51
708,10,dependent,10,"a.依赖的，依靠的
n.靠他人生活者",依赖的,51,51
709,10,desert,10,"n.沙漠；荒漠
vt.抛弃，遗弃，离弃",,51,51
710,10,desirable,25,a.理想的，值得拥有的；值得做的,理想的；值得拥有的,51,51
711,10,despite,38,prep.尽管；即使,,52,52
712,10,destroy,13,vt.破坏，毁掉，摧毁,,52,52
713,10,digital,75,a.数字的，数码的；数字显示的,,52,52
714,10,dioxide,25,n.二氧化物,,52,52
715,10,disorder,10,n.疾病；紊乱；杂乱；混乱；骚乱；动乱,紊乱；混乱,52,52
716,10,display,24,vt.显示，表现；展示；展览；表演,显示；展示；表演,52,52
717,10,dispute,15,"n.争论
vt.对……表示异议
vt./vi.争论",争论；争论,52,52
718,10,distant,13,a.遥远的；远距离的；久远的；远房的；远亲的,,52,52
719,10,district,11,n.地区；区域；（有正式边界的）区，行政区,,52,52
720,10,divorce,9,"n.离婚
vt./vi.(与……)离婚",离婚；离婚,52,52
721,10,double,16,"vt./vi.（使）加倍；翻倍
a.成双的；双重的",,52,52
722,10,doubt,29,"n.疑惑；不确定
vt.不能肯定；怀疑",怀疑,52,52
723,10,dozen,13,n.(一)打；十二个；许多,,52,52
724,10,draft,11,"n.草稿；草案
vt.起草；草拟",,"52,53",52
725,10,drama,9,n.戏剧艺术；戏剧；剧；戏,戏剧,53,53
726,10,dramatic,11,a.巨大的；令人吃惊的；引人注目的；戏剧的,,53,53
727,10,earn,19,"vt./vi.赚取；挣得
vt.获得（利润）；赢得；博得",,53,53
728,10,ease,15,"vt./vi.减轻；缓解
n.容易；舒适",,53,53
729,10,elite,16,"a.精英的；最优秀的
n.精英",,53,53
730,10,embrace,12,"vt.欣然接受，乐意采纳；信奉；包含
vt./vi.拥抱",欣然接受,53,53
731,10,emphasis,18,n.重视；重要性；强调,重视；强调,53,53
732,10,empty,10,a.空的；空洞的；无诚意的；空虚的；寂寥的,,53,53
733,10,endeavor,13,"n.努力，尝试
vi.努力",,53,53
734,10,engage,23,"vi.参与（活动）；与……建立密切关系
vt.雇用",与……建立密切关系,53,53
735,10,engineer,23,"n.工程师
vt.（巧妙或间接地）筹划",,53,53
736,10,engineering,10,n.工程；工程学,,53,53
737,10,enhance,24,vt.增强；提高,增强；提高,53,53
738,10,entertainment,11,n.娱乐活动；招待；款待,,54,54
739,10,enthusiasm,10,n.热情；热忱,,54,54
740,10,entire,11,a.整个的；全部的,,54,54
741,10,entrepreneur,11,n.创业者，企业家（尤指涉及财务风险的）,,54,54
742,10,equipment,11,n.设备；器材,,54,54
743,10,evolve,10,vt./vi.逐渐演变；进化；进化形成,进化,54,54
744,10,evolution,32,n.进化；演变；发展,,54,54
745,10,examine,13,vt.调查；考察；（仔细地）检查；测验（某人）,,54,54
746,10,examination,13,n.（=exam）考试；检查；调查,,54,54
747,10,excessive,19,a.过分的；过度的,,54,54
748,10,exchange,19,"n.交换；互换；交流
vt.交流；兑换",交换；交流；兑换,54,54
749,10,executive,42,"n.主管领导，管理人员
a.行政的",,54,54
750,10,exist,32,vi.存在；（尤指在困境或贫困中）生活,,54,54
751,10,existence,16,n.存在；实有；（尤指艰难或无聊的）生活,,54,54
752,10,expect,78,vt.预料，预计，预期；要求，期望；期待；盼望,,"54,55",54
753,10,expectation,23,n.期望；预期,,55,55
754,10,external,13,a.外界的；外来的；在外的,,55,55
755,10,fade,9,"vi.逐渐消逝；逐渐消失
vt./vi.（使）变淡，变暗",,55,55
756,10,fairly,15,ad.相当，颇；公正地,,55,55
757,10,fake,17,"a.假的，假装的；伪造的
vt.伪造；冒充",,55,55
758,10,feature,34,"n.特色；特征；特点
vt.以……为特色",,55,55
759,10,federal,81,a.联邦政府的,联邦政府的,55,55
760,10,finance,11,"vt.资助；给……提供资金
n.金融；财政",,55,55
761,10,finding,52,n.调查结果；研究结论；（法庭的）裁决,,55,55
762,10,former,22,a.从前的；（地位、职位）昔日的，前任的,,55,55
763,10,forth,10,ad.往前；向外，往外,,55,55
764,10,foundation,10,n.基础；根据；基金会；地基,,55,55
765,10,frame,11,n.体格，身躯；画框；构想,,55,55
766,10,fulfil,13,vt.履行；执行；符合；实现,,"55,56",55
767,10,generous,10,a.慷慨的；大方的；大量的；充足的,慷慨的；大量的,56,56
768,10,genius,10,n.天才人物；（某领域的）天才；天赋,天才；天赋,56,56
769,10,grant,31,"n.补助金，拨款
vt.授予；给予",,56,56
770,10,guarantee,18,"vt.保证；保障
n.保证；担保；保修单",保证；担保,56,56
771,10,guard,11,"vt.保护；保守
n.警卫；警戒；保卫",,56,56
772,10,guide,16,"vt.指导；影响；领导
n.指南；准则；导游",,56,56
773,10,guilt,19,n.内疚；悔恨；罪行；有罪,,56,56
774,10,guilty,10,a.犯了罪的；感到内疚的；感到惭愧的,,56,56
775,10,handle,13,"vt.处理，应付；操纵
n.把手",,56,56
776,10,highly,40,ad.极，非常；高水平地；非常赞许地,非常,56,56
777,10,humanity,18,n.人类；人性；人道；仁慈,,56,56
778,10,ideal,24,"a.完美的；理想的；最合适的
n.理想",,56,56
779,10,illustrate,21,vt.说明，阐明；给（书籍、文章等）加插图,说明,56,56
780,10,impression,11,n.印象；感想,,57,57
781,10,incentive,14,n.激励；刺激；鼓励,激励；刺激,57,57
782,10,incident,9,n.发生的事情；暴力事件,,57,57
783,10,increasingly,41,ad.不断增加地；越来越多地,,57,57
784,10,indeed,34,ad.确实；的确；（表示语气的递进）实际上,,57,57
785,10,industrial,33,a.工业的；产业的；工业高度发达的,工业的；产业的,57,57
786,10,infant,16,"n.婴儿；幼儿
a.供婴幼儿用的；初期的",婴儿；初期的,57,57
787,10,infrastructure,22,n.（国家或机构的）基础设施，基础建设,,57,57
788,10,initiative,12,n.倡议；新方案；主动性；自发性,倡议；新方案,57,57
789,10,insist,20,vt./vi.坚决要求；坚持；坚持说；固执己见,,57,57
790,11,inspire,16,vt.激励；鼓舞；使产生（感觉或情感）,,57,57
791,11,instinct,9,n.本能；直觉；天性,,57,57
