序号,Unit,单词,真题词频,完整释义（保留红色）,标红释义
460,7,term,0,n.学期，任期，期限，条件，条款;术语，专有名词，地位【解】n.说法，措词，关系,学期；期限；条款；术语；措词；关系
461,7,terminal,0,"n.终点站;终端，终端机;（电路的)端子，线接头adj.患绝症的，上晚期的;不治的，致命的;不可救药的;无可挽回的;末端的,末梢的",终端；晚期的；末端的
462,7,terminate,0,v.停止，结束，使终止,停止；使终止
463,7,testify,0,v.证实，作证，证明，(to)表明，说明,证实；证明
464,7,trace,0,n.痕迹，踪迹，微量，少许。v.追踪，跟踪，查出，找到，描绘，勾画,追踪；查出
465,7,track,0,n.足迹，踪迹，小道，小径。v.跟踪，追踪,踪迹；小道；跟踪；追踪
466,7,tradition,0,n.传统，惯例,传统
467,7,ultimate,0,adj.最后的，最终的，极点的，终极的，基本的，根本的，最大的，最高的,最终的；终极的；根本的
468,7,underestimate,0,vt.低估,低估
469,7,undergo,0,"经历,遭受,鸡受",经历；遭受
470,7,underlie,0,vt.位于……之下，引起，构成……的基础（或起因),构成……的基础（或起因)
471,7,underlying,0,adv.在下面的，根本的，潜在的,潜在的
472,7,underline,0,vt.在……下划线，强调,在……下划线；强调
473,7,understand,0,v.懂，理解，获悉，听说，撕测，认为,懂；理解
474,7,understanding,0,n.理解，理解力，谅解adj.了解的，通情达理的,理解；理解力
475,7,undertake,0,vt.承担，接受，着手做，从事，同意，保证，负责,承担；着手做；从事
476,7,uneasy,0,adj.心神不宁的，不安宁的;令人不安的，不自在的,心神不宇的；令人不安的；不自在的
477,7,unemployment,0,n.失业，失业人数,失业；失业人数
478,7,unexpected,0,adj.想不到的，意外的,想不到的；意外的
479,7,unify,0,vt.使成一体，统一，使相同，使一至,使成一体；统一
480,7,union,0,n.一致，融治，联合，合并;协会，工会，同盟,联合；协会；工会；同盟
481,7,unique,0,adj.唯一的，独一无二的,独一无二的
482,7,universal,0,adj.普遍的，全体的，通用的;宇宙的，世界的,普遍的；全体的；世界的
483,7,universe,0,n.宇宙，万物,宇宙
484,7,unlike,0,adj.不同的，不相似的prop.不像，和……不同,不同的；不像
485,7,unlikely,0,adj.未必的，靠不住的，不像的,靠不住的
486,7,unusual,0,adj.不平常的，与众不同的,不平常的；与众不同的
487,7,vague,0,adj.含（模)糊的，不明确的,含（模)糊的
488,7,vain,0,adj.徒劳的，无效的，自负的，爱虚荣的,徒劳的；自负的；爱虚荣的
489,7,valid,0,adj.合理的，有效的，有根据的，具有法律效力的,合理的；有效的；有根据的；具有法律效力的
490,7,valuable,0,adj.贵重的，有价值的mn.贵重物品，财宝,有价值的
491,7,value,0,"价值，价格，重要性，益处，价值观，标准必估价，评价，尊重,重视",价值；重要性；价值观；估价；评价；重视
492,7,vanish,0,vi.突然消失，逐渐消散,
493,7,variable,0,adj.易变的，可变的，变量的nm.可变因素，变数,易变的；可变的；可变因素
494,7,variance,0,n.变化幅度，差额,
495,7,variation,0,n.变化，变动，变种，变异,变化；变种；变异
496,7,variety,0,n.种种，多种多样;种类，品种,多种多样；种类；品种
497,7,various,0,adj.各种各样的，不同的,各种各样的；不同的
498,7,vary,0,v.改变，变化,改变；变化
499,7,vast,0,adj.巨大的，辽阔的;大量的，巨额的,巨大的；辽阔的；大量的
500,7,wage,0,n.工资，报酬vt进行，从事，开展,工资；报酬；进行
501,7,wander,0,vi.漫步，徘徊，迷路，走神，开小差，(神情)已侈，离题,漫步；徘徊
502,7,want,0,v.想要，希望，需要，短缺，缺少n.短缺，缺少，必有需品,想要；希望；需要；缺少
503,7,way,0,"方法，方式，方面，方向，道路,路线，习俗,作风",方法；方式；方面；道路；路线；作风
504,7,weak,0,adj.虚弱的，软弱的;差的，不够标准的，汉的，稀的,虚弱的；软弱的
505,7,wear,0,v.穿，戴，留，著（发、须等)【解】v/n.磨损，用旧,穿；戴；磨损；用旧
506,7,weary,0,"v.使厌烦，使疲劳adj,疲劳的，疲倦的;使人疲劳的",疲劳的；使人疲劳的
507,7,weigh,0,v.称……的重量，称；（对看法或决定)有影响，有分量，拓量，权衡，比较,称；（对看法或决定)有影响；权衡
508,7,weight,0,n.重量，分量，重（的特性)【解】n.重要性，严重性或影响力（的程度)vt.在（某物)上加重量，使某物重些;给某人加负担，使某人负重,重量；重要性；严重性或影响力（的程度；在（某物)上加重量
509,7,weird,0,adj.怪异的，奇怪的，不可思议的;超自然的，神秘的，诡异的,怪异的
510,7,welfare,0,n.福利，幸福，好处,福利；幸福
511,7,whirl,0,旋转，急转，(头)发是，(感觉等)变混乱n.回旋，旋转，急转，肪学，混乱,旋转；混乱
512,7,whisper,0,v.低语，耳语，跑咕nm.低语，耳语，私语;传闻，谣言,低语；耳语
513,7,yield,0,vv生产，产生，带来放弃，屈服n.产量，收获,生产；产生；屈服；产量
514,7,youth,0,n.青春，青春期，年轻人,年轻人
515,7,zigzag,0,adj.之字形的，锯齿形的n.之字形，曲折v呈之字形移动，曲折行进,之字形；曲折行进
516,7,zone,0,n.地带，分布带:地区，区域v分区，划分地带,地带；地区；区域
517,7,zoom,0,n.变焦镜头，喻喻声。v.飞驰，飞快地掠过;（价格等)急剧上涨，突然扩大,喻喻声；急剧上涨
518,7,key,0,n.钥匙;(to)答案，解答;关键;键，琴键。adj.主要的，关键的v(to)使适应（用)；使和谐,答案；关键；主要的；关键的
519,7,knit,0,v.编织，编结;针织，机织;（使)愈合，接合；（使)紧密结合,编织；（使)紧密结合
520,8,brisk,0,adj.兴隆的，繁忙活跃的，轻快的，生气勃勃的,兴隆的；轻快的
521,8,brief,0,adj.短时间的，短暂的;简短的，简洁的,短暂的；简短的；简洁的
522,8,browse,0,v.浏览，吃草（或枝叶)mn.浏览，嫩草，嫩叶，嫩枝，嫩芽,浏览；吃草
523,8,aggravate,0,v.已加重，加剧，恶化,加重；恶化
524,8,aggregate,0,n.总数，合计adj.（只用于名词前)总数的，总计的vv(常用被动态)总计，合计,总数；总数的；总计
525,8,aggressive,0,adj.好斗的，侵略的，积极进取的，活跃有为的,好斗的；侵略的；积极进取的
526,8,agitate,0,v.搅动（液体等)，使激动，使狂躁,使狂躁
527,8,agreeable,0,adj.易相处的;同意的;民意的，令人愉快的,令人和愉快的
528,8,aid,0,vt.援助，帮助。n.援助，救济，助手，辅助物，辅助设备,援助；帮助
529,8,aim,0,n.目标，目的v(at)目的在于，则在，以……为目的，瞄准，针对,目标；目的；目的在于；上骨在；瞄准；针对
530,8,alarm,0,n.惊个，忧虑，警报，警钟，报警器vt使惊妨，使忧虑，向…报和警，使警觉,警报；使惊丽；使忧虑
531,8,alien,0,adj.陌生的，外国的，(to)不相容的，格格不入的;(from)性质不同的，异己的n.外国人，外侨;外星人，外星生物,陌生的；格格不入的；外国人
532,8,alienate,0,v.排斥，朴远，使不友好，离间，使格格不入，使疏远【解】v.转让，让渡,转让；让渡
533,8,allocate,0,此分配，分派，把所给,分配
534,8,allow,0,vt.允给，准许，人允许;承认【解】v.留出，考虑到,准许；允许；留出；考虑到
535,8,alter,0,v.改变，更改,改变；更改
536,8,alternate,0,vv交替，轮流adj.交蔡的，轮流的,交蔡；轮流
537,8,alternative,0,adj.两者挑一的;可供选择的n.可供选的事物，蔡换物，抉择对象,两者挑一的；可供选择的；可供选的事物
538,8,comparable,0,adj.(（常与with或to连用)可比较的，比得上的，类似的,可比较的；比得上的；类似的
539,8,comparative,0,adj.比较的，相比的，相比之下的，相比而言的，相对的,比较的；相比的；相对的
540,8,compare,0,v(with，to)比较，对照;(to)把……比作,比较
541,8,comparison,0,n.比较，对比，比喻，比拟;比较起来,比较；对比
542,8,compel,0,省迫使，强迫,迫使；强迫
543,8,compensate,0,v.补偿，赔偿,补偿；赔偿
544,8,compete,0,vi.比赛，竞争,比赛；竞争
545,8,competition,0,n.竞争，比赛,竞争；比赛
546,8,competitive,0,adj.竞争的，比赛的,竞争的
547,8,competent,0,adj.有能力的，能胜任的;不错的（但并不出色),有能力的；能胜任的
548,8,compile,0,vt.收集;汇编，编制，编笨,收集；汇编；编繁
549,8,complain,0,vi(about，of)抱怨:申诉,抱怨
550,8,complaint,0,n.扯，诉车;疾病,抱怨；诉苦
551,8,complement,0,"vt.补充，补足nm,补足（物)；余数，补语",补充；补足
552,8,complete,0,vt.结束，完成adj.完全的，完整的，彻底的，完成的，完结的,结束；完成；完全的；完整的；完成的
553,8,complex,0,adj.复杂的，费解的，合成的，综合的nm.综合体，集合体,复杂的；综合体
554,8,complicate,0,vt.使变复杂,使变复杂
555,8,complicated,0,adj.错综复杂的，有麻烦的,错综复杂的
556,8,comply,0,vi(with)遵从，顺从，服从,遵从；服从
557,8,compliment,0,n.（pl.)问候，致意，称枕，葵维vt.称赞，藕维,称赞
558,8,differ,0,vi(from)与……不同;(with)与……意见不同,与……不同
559,8,difference,0,n.差别，不同（之处)，变化（之处);差，差额;意见分歧，不和,差别；意见分歧
560,8,diffuse,0,"adj.弥漫的,四散的，(文章等)冗长的，漫无边际的v扩散(气体、液体等)，传播，散布",丈漫的；冗长的；传播；散布
561,8,emphasis,0,n.强调，重点,强调；重点
562,8,emphasize,0,vt.强调,强调
563,8,employ,0,vt.雇用，用，使用,雇用；使用
564,8,employee,0,n.雇工，雇员,雇员
565,8,employer,0,n.雇主,雇主
566,8,employment,0,n.记用，使用，工作，职业,雇用；工作；职业
567,8,enable,0,vt.使能够，使成为可能,使能够；使成为可能
568,8,encounter,0,v.冲突，交战，意外的（地)遇见，遭遇mn.意外;遇见（尤指敌对的),意外的（地)遇见；遭遇
569,8,encourage,0,"v.功励，支持，发展，激励,促进",鼓励；促进
570,8,end,0,n.端，梢;末端，结束v终止，结束【解】n.目标,结束；终止；目标
571,8,endeavor,0,v(to)努力，尽力nn.努力，尽力,努力；尽力
572,8,endorse,0,v（公开)赞同，支持，认可;（在支票背面)签名;（在广告中)宣传，代言（某一产品);（在驾驶执照上)记录违章事项,赞同；支持；签名
573,8,indicate,0,vt.表明，显示;示意，瞳示；指出，指示,表明；暗示；指出
574,8,indication,0,n.迹象，标示，象征,迹象；象征
575,8,indicative,0,adj.（of)指示的，瞳示的,暗示的
576,8,outrage,0,n.伤害，虐待，暴行，侮辱;愤怒vt凌辱，引起…义氏，违反，违法,愤怒；引起…义愤
577,8,outset,0,n.开始，开端,开始；开端
578,8,outside,0,n.外部，外表；周围，外围adj.在外面的，向外的，不相关，可能性极小的prep.在……外面，向……外面;离开，不在;不属于…'…范围之内adv在外面，向外面;在户外,外部；在外面的；向外的；不属于……范围之内；在外面；向外面
579,8,outward,0,adv.向外，在外adj.向外的;外面的，外表的,向外
580,8,special,0,adj.特殊的，专门的,特殊的
581,8,specialist,0,n.专家,专家
582,8,specialize,0,"考牙，专门研究,专注于以mr间各",专攻；专门研究
583,8,specialty,0,n.特制品，特产，专业，专长,专业；专长
584,8,species,0,n.（物)种，种类,（（物)种
585,8,specific,0,adj.明确的，具体的;特定的，特有的,明确的；具体的；特定的
586,8,specification,0,n.详述，明确，规格，说明书，规范,规格；说明书
587,8,specify,0,vt.具体指定，详细说明,具体指定；详细说明
588,8,speculate,0,v.推测，推断，投机,推测；推断
589,9,acclaim,0,n.喝彩，欢呼；(尤指对艺术成就的)称誉，高度评价vt.称赞，赞扬,欢呼；高度评价；称赞；赞扬
590,9,accommodate,0,vt.使适应，使符合一致，调和(分歧等)，帮助，给…提供方便，容纳，接纳;向……提供住处（或膳宿),容纳
591,9,accommodation,0,n.住宿，留宿;（pl.)膳宿供应,住宿
592,9,accompany,0,vt.陪伴，伴随，为……伴奏（或伴唱),陪伴；伴随
593,9,accomplish,0,vt.达到（目的)，完成（任务)，实现（计划、诺言等)，做到，做成;走完（上距离等)，度完（时间),达到；完成；实现（计划、诺言等)
594,9,account,0,n.账，账目，账户，账单;of)描述，氢述Vv认为，视为;(for)说明，解释;(for)占（一定数量或比例),账目；账户；令述；说明；解释；占
595,9,accountant,0,n.会计（员)，会计师，账房，出纳,会计；会计师
596,9,bias,0,n.偏见，偏重_vt.使有偏见，偏向,偏见；使有偏见
597,9,bid,0,"vbid,bid)出价，投标，争取，企图，得到n.出价，投标，努力，尝试",争取；出价；投标；努力；尝试
598,9,bill,0,n.账单，招贴，广告，法案，单子，清单，(人员、职称等的)表，钞票,账单；法案
599,9,billion,0,num./n.（（美)十亿，(英)万亿,十亿
600,9,birth,0,n.出生，分娩，出身，血统,出生；出身；血统
601,9,charge,0,"v.要(价)收(费)，使充电,使充满，控告，指控n.负荷，电荷，价钱，费用",要(价)；收(费)；使充电；控告；指控
602,9,charm,0,n.（pl.)美狐，妩媚；魅力，魔力v使陶醉，迷住，对……'施魔法,魅力
603,9,chase,0,n./vt.追逐，追求,
604,9,demand,0,vt.要求，查问n.要求，请求,要求
605,9,democracy,0,n.民主，民主制，民主国家,民主；民主制；民主国家
606,9,democratic,0,adj.民主的,民主的
607,9,demographic,0,adj.人口统计学的，人口统计的,人口统计学的；人口统计的
608,9,demonstrate,0,v.论证，证明；（（用实验、实例等)说明，教，表明，游行，示威，示范，宣传（产品的)用法（或优点),证明；表明；游行；示威
609,9,denote,0,省表示，是……的标志，意思是,表示；意思是
610,9,denial,0,n.否认;拒绝，拒绝给予,否认；拒绝；拒绝给予
611,9,deny,0,vt.否定，否认,否认
612,9,department,0,"nm部,局,处;系,学部",部；局；处；系
613,9,depend,0,vi（on)取决于，依靠,(on)取决于；依靠
614,9,dependent,0,adj.依靠的，依赖的，取决于……的。n.受扶养者,依靠的；依赖的；取决于……的；受扶养者
615,9,deposit,0,v.使沉积;存放将(钱)存入银行，付（保证金)nn.沉淀物，存款;保证金,将(钱)存入银行；存款
616,9,depress,0,vt.使肖形，使消沉，使不景气，使萧条，按下，压下,使泪丧；使消沉；使萧条
617,9,emerge,0,v.出现，浮现,出现；浮现
618,9,emergency,0,n.紧急情况，突然事件，非常时刻,紧急情况；突然事件
619,9,eminent,0,"adj.（（指人)著名的，杰出的，卓越的,（指品质、特性)明显的，突出的",著名的；杰出的；卓越的；明显的
620,9,emotion,0,n.情绪，情感,情绪；情感
621,9,fear,0,\必害怕，月惧nm.害怕，担心,害怕；担心
622,9,fearful,0,adj.担心的，可怕的,担心的；可怕的
623,9,feature,0,mn特征，特色;特写,特征；特色；特写
624,9,federal,0,adj.联邦的,联邦的
625,9,federation,0,n.同盟，联邦，联盟，联邦政府,同盟；联邦；联盟
626,9,feed,0,vv喂养，饲养，向……提供,喂养；饲养
627,9,feedback,0,n.反馈，反馈的意见,反馈；反馈的意见
628,9,feeling,0,n.感情;心情知觉，同情，爱,感情；心情
629,9,fertile,0,adj.肥沃的，富饶的，能繁殖的,肥沃的；能繁殖的
630,9,goal,0,n.目的，目标，守门员，球门，进球,目的；目标
631,9,goods,0,n.商品，货物，财产,商品；货物
632,9,govern,0,vv统治，管理;决定，支配抑制，控制,管理；决定；支配；控制
633,9,government,0,n.政府，内阁;（国家等的)统治，管理，支配;政治，政体,政府；管理；支配；政体
634,9,governor,0,n.总督，州（省)长;主管人员，理事,总督；州（省)长
635,9,gradual,0,adj.逐渐的，逐步的,逐渐的；逐步的
636,9,graduate,0,v（使)大学)毕业；获学位adj.有学位的，毕业的;研究生的n.（大学)毕业生，获(学士)学位者,（使)大学)毕业；获学位；(大学)毕业生；获学士)学位者
637,9,grand,0,adj.盛大的，豪华的;重大的，主要的，最重要的,重大的；主要的
638,9,grant,0,vt.同意，准予，授予，给予,同意；授予
639,9,heap,0,n.（一)扒;大量，许多vt.堆积:大量地（或慷概地)给予，装满,堆；大量；堆积
640,9,heal,0,v.治您，愈合，调停，止息，消除，克服,愈合
641,9,health,0,n.健康，健康状况，卫生,健康；健康状况；卫生
642,9,healthy,0,adj.健康的，健壮的，有益健康的，卫生的,健康的；健壮的；有益健康的；卫生的
643,9,hesitate,0,"v.汪逢,路距售糊,支吾",犹豫
644,9,highlight,0,vt.使显著，使突出，强调，对（（某事物)予以特别的注意;将（部分头发）染成浅色使之有光泽nmn.最有意思或精彩的部分,使突出；强调；最有意思或精彩的部分
645,9,highly,0,adv.高度地，很，非常，移许地,高度地；很；非常；赞许地
646,9,immediate,0,adj.立即的，即时的，直接的，最接近的,立即的；直接的；最接近的
647,9,immense,0,adj.广大的，巨大的,巨大的
648,9,immerse,0,vt.(in)使浸没;(in)使沉浸在，使专心于,使浸没；使沉浸在；使专心于
649,9,immigrant,0,n.（（从国外来的)移民，侨民,移民；侨民
650,9,imminent,0,adj.（尤指不愉快的事)即将发生的，临近的,即将发生的
651,9,immune,0,adj.免除的，哆免的，可防止的，不受影响的，免疫的，有免疫力的,免除的；哆免的；不受影响的；免疫的；有免疫力的
652,9,likely,0,adv（常与most、more或very等词连用)大概，多半adj.很可能的，有希望的,大概；多半；很可能的；有希望的
653,9,likelihood,0,n.可能性,可能性
654,9,likewise,0,adv.同样地，照样地，又，也，而且,同样地；也
655,9,self,0,n.个性，自我本身，自己;（自己的)通常的行为方式，本来面目，惯常心态;个人利益，私心,自我
656,9,selfish,0,adj.自私的，利己的,自私的
657,10,choke,0,v(的住或阻塞气管)使^某人)停止呼吸，指(烟等)使人难以呼吸，哈;室息，嘻住，抑制（感情)，压制……的成长（或进展、活动等),使(某人)停止呼吸；室息；抑制
658,10,chop,0,v（（大幅度地)削减，降低;终止，取消;劈，砍，拓n.排骨，肉块,削减；终止；取消；劈；村
659,10,circumstance,0,n.（pl.)情况，形势，环境；(pl.)经济情况，生活境况,情况；环境
660,10,cite,0,vt.引用，引证，举（例),引用；举（例)
661,10,claim,0,"mn要求，主张，索赔;权利必要求，声称,主张;素赔",索赔；要求；声称
662,10,clear,0,adj.易懂的，明白的;清澈的，明亮的adv清楚地，清晰地vt.证明，宣言……无罪，使清澈，使清楚【解】adj.通畅的，无阻的,清楚地；清晰地；通畅的；无阻的
663,10,border,0,n.边界，边境，边沿邻接，毗邻,边界；上毗邻
664,10,bore,0,n.令人讨厌的人（或事)，麻烦，(管道、枪管等的)内径，口径v使厌烦，使厌倦，钻孔，挖（通道),站
665,10,born,0,adj.出身于……的，天生的，生来的,天生的
666,10,bother,0,v.打扰，烦扰;烦恼，操心n.麻烦,打扰；烦恼
667,10,acquire,0,此取得，获得;学到,取得；获得；学到
668,10,acquisition,0,n.获得;收购;收购物,获得；收购；收购物
669,10,act,0,v.行动，做事，(on/upon)起作用_n.行为，动作;(一)幕;法令，条例,行动；起作用；行为；法令
670,10,action,0,n.行动（总称)，行为（指具体一次行为)，作用；战斗，战事,行动；行为
671,10,activate,0,v.使激活，使活化，使反应)加快，启动，开动，使活动,启动；使活动
672,10,active,0,adj.活跃的，积极的;现行的,活跃的；积极的
673,10,activity,0,n.活跃;行动活性，活力,活跃；行动
674,10,actual,0,adj.实在的，实际的,实际的
675,10,acute,0,adj.有观察力的，敏锐的，剧烈的，激烈的，严重的;（疾病)急性的,有观察力的；敏锐的；激烈的；严重的
676,10,despise,0,vt.芒视，吕视,茂视；芋视
677,10,despite,0,prep.不管，不顾，即使，尽管,不管；尽管
678,10,energetic,0,adj.有力的，精力旺盛的,精力旺盛的
679,10,energy,0,n.活力，精力，能量，能源,精力；能量；能源
680,10,enforce,0,vt.(on，upon)强迫，强加；实施，使生效，加强，坚持,强迫；实施
681,10,engage,0,vt.与……建立密切关系，尽力理解雇，聘，吸引，占用（时间、精力等),吸引；占用
682,10,engagement,0,n.约会，约定;婚约，订婚【解】n.参与,约定；婚约；参与
683,10,fold,0,v.折又n.补，裙痕【解】v.停止运行，停业n.…倍,折和登；停止运行；停业
684,10,folk,0,n.人们adj.民间的,人们；民间的
685,10,follow,0,v.遇随，接着，领会，沿着……前进，遵循;结果是,跟随；领会；遵循
686,10,following,0,adj.接着的，下列的,下列的
687,10,force,0,"mn力量，为，劳力，军队，兵力v强所,过使",力量；力；势力；强迫；迫使
688,10,fore,0,adj.在前部的，重要的adv在船或飞行器的前部n.前部,在前部的；重要的
689,10,forecast,0,n./vt.预测，预报,预报
690,10,foresee,0,vt.预见，预知,预见；预知
691,10,forge,0,v.锻造，打铁，伪造，仿造，编造nm.锻造车间，锻铁炉，铁匠铺,锻造
692,10,grim,0,adj.非常严肃的，严厉的，严峻的;令人不愉快的，坚定而无苦的，含不快或恐怖内容的;（指地方)极其简了顺的;生病，不舒服;很坏，令人厌恶,非常严肃的；严厉的；令人不愉快的
693,10,grasp,0,v/n.抓住，抓紧;掌握，领会,抓住；抓紧；领会
694,10,grip,0,v.抓紧，紧握；吸引住n.紧握，抓牢，吸引力,抓紧；紧握
695,10,gross,0,adj.总的，毛的，严重的，极端的，粗俗的，下流的,严重的
696,10,ground,0,"n.地面，土地,场所;根据，理由",土地；场所；根据；理由
697,10,group,0,n.组，群，批;类;艇，集团，团体，乐团，乐队v（使)成群，成组，聚集,组；群；集团；把……分组
698,10,guarantee,0,n.保证，保证书，保单vt保证，担保,保证；担保
699,10,guard,0,"守卫,保卫n村卫,看宁",守卫；保卫；看守
700,10,include,0,vt.包括，包含，计入【解】v.使成为……的一部分,包括；包含；使成为……的一部分
701,10,inclusive,0,adj.包括的，包含的，范围广的,范围广的
702,10,income,0,n.收入，收益,收入；收益
703,10,incorporate,0,v.包含，吸收，合并，混合,包含；合并
704,10,increase,0,v.增加，增长，增进n.增加，增长,增加；增长
705,10,increasingly,0,adv.不断增加地，日益,不断增加地
706,10,incredible,0,adj.难以置信的，惊人的，不可思议的,难以置信的
707,10,incur,0,vt.招致，引起，遭受,招致；引起；遭受
708,10,link,0,vv连接，联系n.环节，联系,连接；联系
709,10,list,0,n.表，目录，清单，名单vt.把……列成清单，列举;（尤指肌)倾斜，牌斜,表；目录；清单；名单；列举
710,10,literally,0,adv.照字面意义地，逐字地；确实地，真正地,照字面意义地；确实地
711,10,literary,0,adj.文学上的，文学的，精通文学的,文学上的；文学的
712,10,literature,0,n.文学，文学作品，文献,文学；文学作品；文献
713,10,memo,0,站备忘录,
714,10,memorial,0,adj.追悼的，纪念的_n.纪念物，纪念碑，纪念馆,追悼的；纪念的
715,10,memory,0,n.记忆，记忆力，回忆;存储（器),记忆；记忆力；回忆；存储（器)
716,10,mental,0,adj.精神的，心理的，智力的，脑力的,精神的；智力的
717,10,mention,0,vtV/n.提及，说起,提及；说起
718,10,mentor,0,n.导师，顾问,
719,10,other,0,adj.另外的，其他的，别的pron.其他人或物,另外的；其他的；其他人或物
720,10,otherwise,0,conj.要不然，否则adv不同地；用别的方法;在其他方面,要不然；否则；不同地；用别的方法；在其他方面
721,10,outcome,0,n.结果，成果,结果；成果
722,10,sign,0,n.标记，符号，招牌，征兆，迹象v签名（于)，署名（于),标记；符号；招牌；征兆；迹象；签名（于)
723,10,signature,0,n.签名，署名，签字,签名；署名
724,10,signal,0,n.信号，暗号v发信号，用信号通知,信号；暗号；发信号
725,10,significance,0,n.意义，含义，重要性，重大,意义；含义；重要性
726,10,significant,0,adj.有意义的，重要的，重大的,有意义的；重要的
727,10,signify,0,v.表示，表明，预示，有重要性，要紧,表示；表明
728,10,similar,0,adj.相似的，类似的,类似的
729,10,simple,0,adj.简单的，单纯的，直率的，朴素的，迟钝的，头脑简单的,简单的；朴素的
730,10,simplicity,0,n.简单，朴素，直率，单纯,简单；朴素
731,10,simplify,0,v.简化，使单纯,简化
732,10,simply,0,adv.人仅仅，只，不过，确实，简直;简单地，朴素地,仅仅；简直；简单地
733,10,slack,0,adj.不紧的，不严的，松弛的;松懈的，玻忽的;(生意)蓄条的，不景气的n.淡季，莆条;（pl.)便裤，宽松长裤,松弛的；松懈的；萧条的；淡季
734,11,addict,0,vt.使沉沁，使上瘾mn有瘾的人,有瘦的人
735,11,add,0,vto)加，增加，补充说，又说,加；增加；补充说
736,11,addition,0,n.（增)加，加法，增加的人或物,（增)加；增加的人或物
737,11,additional,0,adj.附加的，另外的，额外的,附加的；额外的
738,11,address,0,n.演说;地址，住址vt向…作（正式)讲话，对…说话，称呼，对付，处理,地址；向…作（〔（正式)讲话；处理
739,11,adequate,0,adj.足够的，充分的，恰当的,足够的
740,11,adjust,0,"调节,调整，校正;适应",调节；调整；适应
741,11,administration,0,n.管理，经营;政府，行政（机关),管理；政府；行政（机关)
742,11,admire,0,vt.钦假，半莫;夸奖,钦佩；羡莫
743,11,admission,0,n.允许进入，接纳，承认;入场券，入场费,人允许进入；承认
744,11,admit,0,"证进入,接纳;承认",承认
745,11,adapt,0,v（使)适应，改编,（使)适应
746,11,adopt,0,vt.采用，采纳，正式通过，批准，继承;收养,采用；采纳；正式通过；批准；收养
747,11,adult,0,adj.成年人的，成熟的n.成（年)人,成年人的；成熟的；成年)人
748,11,brace,0,v.支撑，加固，使绷紧，使防备，使做好准备，使经受锻炼;做好防备n.托架，支架,支撑；使做好准备；支架
749,11,brain,0,n.大脑，脑力，头脑，智能,大脑；脑力；智能
750,11,branch,0,n.（树)枝，分支;分部，分店，学科)分科，部门支流，支脉,分支；分部
751,11,brand,0,n.商标，标记，牌子vt.打火印，打烙印，使铭记,商标；标记
752,11,toss,0,"v.摇,掀，掷，据舞,颠驴",扔；抛；掷
753,11,total,0,n.总数，总计adj.总的，全部的，完全的v.总计，合计，总共,总数；总的；全部的
754,11,touch,0,v.触，碰，摸，感动，触动;涉及，论及nm触动，磁到，和触摸，少许，一点儿,触；他；摸；涉及；触动
755,11,tough,0,adj.坚蔬的，牢固的，强壮的，吃苦耐劳的，强硬的，顽固的;艰苦的，束手的;粗暴的，粗鲁的,强硬的；艰苦的；求手的
756,11,treat,0,vt.对待，处理，治疗；论述，探讨，款待，请客n.款待，请客,处理；治疗；款待
757,11,treaty,0,n.（（国家之间的)条约，协定,条约；协定
758,11,trend,0,n.倾向，趋势，时丢，时尚,倾向；趋势
759,11,vice,0,n.不道德行为，恶习;台钳，老虎钳adj.副的,不道德行为；副的
760,11,vicious,0,adj.收亚的，恶毒的，凶残的，吐落的,那恶的；凶残的
761,11,victim,0,n.牺牲品，受害者,牺牲品；受害者
762,11,click,0,v.发出味哄声，很快成为好朋友;为（某人)所喜爱;突然明白或理解n.咱哄声【解】v.点击,
763,11,client,0,n.顾客，（（诉讼)委托人;当事人,顾客；委托人；当事人
764,11,cling,0,坚持;精着;依附,粘着；依附
765,11,close,0,v.关，闭;结束，终止nm.结束，了结adv.接近地，紧密地adj.(to)近的，接近的;势均力敌的，难分高下的;仔细的，详细的;严密的，紧密的,关；终止；接近地；接近的；紧密的
766,11,closet,0,n.壁森，储藏室adj.秘密的v.把某人关在房间里（作私人会晤),储藏室；秘密的
767,11,code,0,n.人代码，密码;法典，法规，法则,代码；密码；法规
768,11,personal,0,adj.个人的，私人的，人身的，涉及个人的;亲自的，本人的,个人的；私人的
769,11,personality,0,n.人格，个性,人格；个性
770,11,personnel,0,n.全体人员，全体职员，人事（（部门),全体人员；全体职员；人事（部门
771,11,form,0,n.形状，形式，表格v.组成，构成形成,形式；形成
772,11,formal,0,adj.正式的，形式的,正式的；形式的
773,11,format,0,n.设计，安排，样式vt.使格式化,样式
774,11,formation,0,n.形成，构成,形成
775,11,former,0,adj.以前的，在前的pron.前者,以前的；前者
776,11,formidable,0,adj.令人敬基的，可怕的，引起恐惧或不安的，难以应付的，难以克服的,令人敬綦的；可怕的；难以应付的
777,11,formula,0,n.公式，程式,公式
778,11,formulate,0,"vt,规划（制度等)，构想出（计划、方法等)，系统地阑述，用公式表示",规划；构想出；系统地阐述
779,11,fortunate,0,adj.幸运的，侥幸的,幸运的
780,11,fortune,0,n.命运，运气，财产,命运；运气；财产
781,11,guide,0,n.导游，向导，指导者;指南，入门;手册;路标v.指引，指导,导游；指南；指导
782,11,guidance,0,n.引导，指导,引导；指导
783,11,guideline,0,n.指导方针，指导原则，准则，参考,指导方针；指导原则；准则
784,11,guild,0,n.（（行业)协会，（（中世纪的)行会，同业公会,协会
785,11,guilt,0,n.罪责，内次,内次
